word1,word2,strategy,detail,cosine_similarity,human_score,in_vocab
ohlala,kuqinisekiswe,random_unrelated,,0.201604,0.186122,Both
ukubhala,ukufunda,semantic_within,education,0.333353,0.458347,Both
emalokishini,isikhulu,cooccurrence,freq=8,0.048699,0.199089,Both
ikhukhamba,ukuphuza,semantic_within,food,0.470435,0.554305,Both
uhlale,uzakhele,morphological,class11,0.148581,0.299007,Both
basebenzisana,zezemidlalo,cooccurrence,freq=6,0.222624,0.320837,Both
uphephile,uyakhula.,morphological,class11,0.104826,0.268378,Both
izinto,wakwazi,cooccurrence,freq=404,0.062996,0.209097,Both
uzocula,ugqwaba,morphological,class11,0.37457,0.457199,Both
amazwi,yokungcwaba,random_unrelated,,0.099886,0.11492,Both
"afrika,",yesintu,cooccurrence,freq=4,0.134169,0.258918,Both
unhlanhla,ubona,morphological,class11,0.383213,0.463249,Both
bayafunda,obuhle,cooccurrence,freq=6,0.340763,0.403534,Both
idola,amasiko,semantic_across,money_vs_culture,0.129249,0.180474,Both
abanumzane,abangagcini,morphological,class2_plural,0.191817,0.329272,Both
amasiko,ubukhosi,semantic_within,culture,0.1078,0.30046,Both
ujeqe,ushelela,morphological,class11,0.202782,0.336947,Both
lalo.,kagrade,random_unrelated,,0.459555,0.366689,Both
ukuhlalisana,ukucwaninga,morphological,class15_infinitive,0.259681,0.376777,Both
ziphile,nangokukhathalela.,random_unrelated,,0.253212,0.222248,Both
ngojulayi,wejammin,cooccurrence,freq=2,0.747041,0.687929,Both
uphephile,unhlamulo,morphological,class11,0.180109,0.321076,Both
inyama,ikhukhamba,semantic_within,food,0.397687,0.503381,Both
ukubona,ukubikele,morphological,class15_infinitive,0.3951,0.47157,Both
"ingqalasizinda,",inkundla,morphological,class9_singular,0.277942,0.389559,Both
ucele,ubabone.,morphological,class11,0.451238,0.510866,Both
uyahlola,umemezele,random_unrelated,,0.253439,0.222407,Both
indlu,owesifazane,cooccurrence,freq=24,0.233892,0.328724,Both
uqinisekisile,usesize,morphological,class11,0.510889,0.552622,Both
useko.,uhla,morphological,class11,0.339817,0.432872,Both
ukholo,ukuhlonishwa,morphological,class15_infinitive,0.323105,0.421173,Both
ezobulungiswa,uhlelo,cooccurrence,freq=2,0.259957,0.34697,Both
imifino,isifo,semantic_across,food_vs_health,0.308363,0.305854,Both
afrika,bayagijima,cooccurrence,freq=2,0.2035,0.30745,Both
ye-anc.,bayazikhandla,random_unrelated,,0.19952,0.184664,Both
bayabona,"esikubonayo,",cooccurrence,freq=6,0.255578,0.343905,Both
ukuphrinta,ukhwele,morphological,class15_infinitive,0.570339,0.594237,Both
idinga,kwezinhlelo,cooccurrence,freq=2,0.209421,0.311595,Both
isinkwa,imvelo,semantic_across,food_vs_nature,0.19913,0.229391,Both
"abawenzayo,",abakufisayo,morphological,class2_plural,0.2731,0.38617,Both
"emihlanu,",imvelaphi,cooccurrence,freq=54,0.14676,0.267732,Both
ngezifiso,egcwele,random_unrelated,,0.207506,0.190254,Both
830),adinga,random_unrelated,,0.114153,0.124907,Both
uhlale,unazo,cooccurrence,freq=4,0.303236,0.377265,Both
nomdlalo,sekunezingxabano,random_unrelated,,0.398389,0.323872,Both
udokotela,zemicimbi,cooccurrence,freq=16,0.235628,0.32994,Both
impilo,kanzima,cooccurrence,freq=54,0.143838,0.265687,Both
besimanjemanje,elimangalisayo,random_unrelated,,0.418572,0.338,Both
uthandeka,"ububele,",morphological,class11,0.163491,0.309444,Both
yalo,yesikhathi,random_unrelated,,0.081399,0.101979,Both
ungakwenza,uyawuthola,morphological,class11,0.425768,0.493038,Both
usikhulisele,ungeneme,morphological,class11,0.09952,0.264664,Both
unesi,ujabulela,morphological,class11,0.240149,0.363104,Both
umndeni,impilo,semantic_across,family_vs_health,0.219215,0.243451,Both
ubuso,usafuna,morphological,class11,0.513812,0.554668,Both
endaweni,ziyathanda,cooccurrence,freq=2,0.194299,0.301009,Both
ukuze,wayo.,cooccurrence,freq=2,0.010063,0.172044,Both
futhi,wokunikela,cooccurrence,freq=3972,0.157083,0.274958,Both
ukuguquka,uyapheka,cooccurrence,freq=28,0.349832,0.409883,Both
unokwanda,uthanda,cooccurrence,freq=194,0.28615,0.365305,Both
banokuxhumana,baphumelele,random_unrelated,,0.410008,0.332006,Both
esikhundleni,yadala,random_unrelated,,0.362816,0.298971,Both
umasipala,indlovukazi,semantic_within,government,0.34291,0.465037,Both
"e-icc,",lwabavimbezela,random_unrelated,,0.592468,0.459727,Both
umfundi,ukubhala,semantic_within,education,0.10016,0.295112,Both
azinikeze,ziyamthanda,cooccurrence,freq=4,0.463148,0.489203,Both
"""njinji",lwasekuseni,cooccurrence,freq=2,0.379299,0.430509,Both
badlala,nemithi,random_unrelated,,0.059545,0.086681,Both
ujeqe,ulungelo,cooccurrence,freq=44,0.483834,0.503684,Both
isilima,yokuhlala,random_unrelated,,0.158906,0.156234,Both
esiteshini,lwekhaya,cooccurrence,freq=2,0.30102,0.375714,Both
izimvu,izinja,semantic_within,animals,0.404212,0.507948,Both
zenziwe,nokusekelana,random_unrelated,,0.094369,0.111058,Both
bemibono,nathi,random_unrelated,,0.115804,0.126063,Both
zabosizo,kokulala,random_unrelated,,0.247991,0.218594,Both
ukwenziwa,ukwandisa,morphological,class15_infinitive,0.164036,0.309825,Both
unompumelelo,uphakama,morphological,class11,0.150454,0.300318,Both
ngehora,ugogo,cooccurrence,freq=66,0.276111,0.358277,Both
abafundi,ukubala,cooccurrence,freq=6,0.102601,0.236821,Both
ku-n3,phuthume,cooccurrence,freq=4,0.673052,0.636136,Both
okuyisimangaliso,namakamelo,random_unrelated,,0.062263,0.088584,Both
abangena,abathi,morphological,class2_plural,0.269342,0.38354,Both
211),angcono.”,random_unrelated,,0.32431,0.272017,Both
utshani,uvumelene,morphological,class11,0.254655,0.373259,Both
"lesonto,",othanda,random_unrelated,,0.29858,0.254006,Both
bayakhuluma,ukuguqula,cooccurrence,freq=2,0.253709,0.342597,Both
emdlalweni,kwimarumo,cooccurrence,freq=2,0.628494,0.604946,Both
ezinhlelweni,zokuvikela,cooccurrence,freq=8,0.509936,0.521955,Both
enquthu,izinto,cooccurrence,freq=52,0.176788,0.288752,Both
kunomusa,"yakheke.""",random_unrelated,,0.294928,0.251449,Both
umrepha,indlu,semantic_across,music_vs_places,0.235445,0.254811,Both
uzobhekana,ungqondongqondo,morphological,class11,0.331562,0.427093,Both
baqhubeka,"okukhulu,",cooccurrence,freq=104,0.167099,0.28197,Both
izingcweti,206),random_unrelated,,0.112508,0.123755,Both
lelo,okusebenza,cooccurrence,freq=20,0.096524,0.232567,Both
eyodwa,195),random_unrelated,,0.375607,0.307925,Both
njengamanje.,u-matric.,random_unrelated,,0.388239,0.316767,Both
zindlu.,ucic,random_unrelated,,0.413852,0.334697,Both
abantu,ezifuywayo,cooccurrence,freq=2,0.128762,0.255134,Both
ikati,ihlosi,semantic_within,animals,0.756868,0.754807,Both
zekhono,819),random_unrelated,,0.148524,0.148967,Both
usithole.,unciphisa,morphological,class11,0.335285,0.429699,Both
iveni.,i'm,morphological,class5_singular,0.390539,0.468377,Both
ibhotela,ubisi,semantic_within,food,0.599422,0.644596,Both
iziphathimandla,izinso,morphological,class8_plural,0.329659,0.425762,Both
bomqondo.,enhlangothini,cooccurrence,freq=26,0.327883,0.394518,Both
amaphupho,wethu,cooccurrence,freq=24,0.268711,0.353098,Both
abawenzayo,befuna,cooccurrence,freq=18,0.231856,0.327299,Both
usiphokuhle,uboya,morphological,class11,0.548755,0.579129,Both
uthenge,usufonela,morphological,class11,0.342516,0.434761,Both
ime,iyasukuma,morphological,class5_singular,0.510403,0.552282,Both
baphatha,hhayi,cooccurrence,freq=4,0.20487,0.308409,Both
iqhude,ihlosi,semantic_within,animals,0.517485,0.58724,Both
ibhethri,izolo,random_unrelated,,0.173773,0.166641,Both
umfundi,incwadi,semantic_within,education,0.181898,0.352329,Both
amaphoyisa,inhlamvu,semantic_within,police_law,0.476871,0.558809,Both
661),nezinyoni,random_unrelated,,0.207166,0.190016,Both
kunesidingo,ngokufanele,cooccurrence,freq=72,0.277377,0.359164,Both
manje,zakho,cooccurrence,freq=2,0.238846,0.332192,Both
inkungumathe,inezinto,morphological,class9_singular,0.316498,0.416549,Both
ibhange,inkampani,semantic_within,money,0.553948,0.612764,Both
umane,umthwale,morphological,class1_singular,0.511754,0.553228,Both
ayo,kudlalwe,cooccurrence,freq=2,0.364622,0.420235,Both
izithelo,"izitshalo,",morphological,class8_plural,0.308362,0.410853,Both
"abaswele,",abangena,morphological,class2_plural,0.132385,0.28767,Both
umculo,unomusa,cooccurrence,freq=34,0.49211,0.509477,Both
ephikelela,ngiyathemba,random_unrelated,,0.142855,0.144998,Both
ukhuni,umfula,semantic_within,nature,0.187254,0.356078,Both
anolamula,inja,random_unrelated,,0.505251,0.398676,Both
aqale,evele,cooccurrence,freq=2,0.601365,0.585955,Both
emizamweni,ezithelwayo.,random_unrelated,,0.169734,0.163814,Both
ukhuni,ucingo,semantic_across,nature_vs_technology,0.500379,0.440266,Both
ngokuzimisela,ukupha,cooccurrence,freq=4,0.342251,0.404575,Both
izilimi,"izibhedlela,",morphological,class8_plural,0.393717,0.470602,Both
encanyana.,amanyala,random_unrelated,,0.283102,0.243171,Both
ukubaleka,"ukuphumula,",morphological,class15_infinitive,0.251782,0.371248,Both
ukuxoveka,ukulivuma,morphological,class15_infinitive,0.435312,0.499718,Both
aqine,227),random_unrelated,,0.286116,0.245281,Both
iwest,itoyitoyi,morphological,class5_singular,0.84376,0.785632,Both
uyabekezela,ubunhloli,morphological,class11,0.291425,0.398997,Both
imeya,umasipala,semantic_within,government,0.278468,0.419928,Both
amantombazane,533),random_unrelated,,0.203293,0.187305,Both
kwabanjwana,"ezehlukene,",random_unrelated,,0.402357,0.32665,Both
ezinkingeni,idolo,cooccurrence,freq=2,0.342112,0.404478,Both
"yesikole,",uyeke,random_unrelated,,0.140645,0.143452,Both
idolobha,isiteshi,semantic_within,places,0.284133,0.423893,Both
ngenyanga,okwengeza,cooccurrence,freq=2,0.17439,0.287073,Both
isihlahla,isho,morphological,class7_singular,0.270906,0.384634,Both
mathematics),ngesteam,cooccurrence,freq=4,0.798169,0.723718,Both
ongasho,elimangalisayo,random_unrelated,,0.252804,0.221963,Both
unoxolo,ungaqhubekela,morphological,class11,0.316291,0.416404,Both
ugesi,uhuru,morphological,class11,0.307121,0.409984,Both
mgqigqo,phone,random_unrelated,,0.575401,0.447781,Both
baphila,352),random_unrelated,,0.134316,0.139022,Both
"esimnyama,",ngokwethembeka,random_unrelated,,0.191387,0.178971,Both
"impilo,",yini,cooccurrence,freq=2,0.072494,0.215746,Both
abasebenzayo,ababhekene,morphological,class2_plural,0.220759,0.349531,Both
amaqabunga,amafilimu,morphological,class6_plural,0.560312,0.587219,Both
abangayeki,"abalaleli,""",morphological,class2_plural,0.463791,0.519654,Both
wami.,enento,random_unrelated,,0.369978,0.303985,Both
ngokuphelele,abehlangabezana,random_unrelated,,0.090002,0.108002,Both
uyesaba,ubebekwe,morphological,class11,0.27562,0.387934,Both
uyavuka,"ubudlelwane,",morphological,class11,0.099253,0.264477,Both
namagugu,zibone,cooccurrence,freq=2,0.292039,0.369427,Both
abagibeli.,abayitholile,morphological,class2_plural,0.290159,0.398111,Both
ngombhikisho,adult,random_unrelated,,0.702087,0.536461,Both
babekezelela,amalobolo,random_unrelated,,0.218789,0.198153,Both
"izindlini,",izinkinga.,morphological,class8_plural,0.191668,0.329168,Both
uyafundisa,baqeqeshi,random_unrelated,,0.145996,0.147197,Both
kwezwe.,nazo,cooccurrence,freq=2,0.353702,0.412591,Both
nezinkinga.,uphatheke,random_unrelated,,0.280791,0.241553,Both
bawagcina,kobuholi,random_unrelated,,0.485962,0.385174,Both
ngemva,unyaka,cooccurrence,freq=74,0.395693,0.441985,Both
uyajabula.,uyogubha,morphological,class11,0.204546,0.338182,Both
bazibophezela,bezempilo,cooccurrence,freq=94,0.161081,0.277756,Both
ibhethri,layo,cooccurrence,freq=2,0.474099,0.49687,Both
bayithanda,ngenxa,cooccurrence,freq=70,0.220919,0.319644,Both
zigubha,omlekelele,random_unrelated,,0.203403,0.187382,Both
umfundi,ukufunda,semantic_within,education,0.147801,0.32846,Both
nezingelapheki,elibhalwe,random_unrelated,,0.204334,0.188034,Both
ubalulekile,ujabulile,morphological,class11,0.078627,0.250039,Both
ukudla,amazambane,semantic_within,food,0.135064,0.319545,Both
ubumpofu,"ukuzithenga,",random_unrelated,,0.423667,0.341567,Both
uphephile,usbahle,morphological,class11,0.108332,0.270832,Both
esihamba,"iseyinde.""",cooccurrence,freq=2,0.520711,0.529498,Both
zobudokotela,nokushesha.,random_unrelated,,0.252883,0.222018,Both
oqeqeshiwe.,sezingeni,random_unrelated,,0.272035,0.235425,Both
"enquthu,",sa,random_unrelated,,0.271237,0.234866,Both
"""iqiniso",404),random_unrelated,,0.274216,0.236951,Both
itiger,ivehicle,morphological,class5_singular,0.780156,0.741109,Both
163),iyawa,random_unrelated,,0.280309,0.241216,Both
umotala,umnotho.,morphological,class1_singular,0.322155,0.420508,Both
kujabulisa,ukuze,cooccurrence,freq=50,0.067004,0.211903,Both
ikhaya,ngomfutho,cooccurrence,freq=202,0.076501,0.218551,Both
alo,kuvuleke,cooccurrence,freq=2,0.479954,0.500967,Both
abanye,udadewethu,cooccurrence,freq=6,0.029244,0.185471,Both
izwi,izivakashi.,morphological,class8_plural,0.100304,0.265213,Both
ushaywe,ungowomndeni,morphological,class11,0.485402,0.534781,Both
uthando,unginikeze,morphological,class11,0.019231,0.208462,Both
isikhathi,ukuzinza,cooccurrence,freq=2,0.173798,0.286659,Both
"emfuleni,",ngendlela,cooccurrence,freq=26,0.029045,0.185331,Both
ukwedlula,umcimbi,cooccurrence,freq=2,0.377626,0.429338,Both
uhlabisa,uhlinzeka,morphological,class11,0.459602,0.516721,Both
ithuba,iyona,morphological,class5_singular,0.265963,0.381174,Both
ikhompyutha,iculo,morphological,class5_singular,0.351518,0.441062,Both
izinkampani,ukubaphuca,random_unrelated,,0.221382,0.199967,Both
"wolwandle,",sizogoduka,random_unrelated,,0.405144,0.328601,Both
bayazihlolela,kwengqondo,random_unrelated,,0.145581,0.146907,Both
wazwakalisa,kwabaningi,random_unrelated,,0.333819,0.278673,Both
enquthu,okwamanje,cooccurrence,freq=54,0.584406,0.574085,Both
usukuqonda,uphuze,morphological,class11,0.442071,0.504449,Both
uyambonga.,uzitshele,morphological,class11,0.257226,0.375058,Both
usihle,uthishomkhulu,morphological,class11,0.406625,0.479638,Both
ihlathi,imvelo,semantic_within,nature,0.139193,0.322435,Both
lapho,waphendula,cooccurrence,freq=18,0.104554,0.238188,Both
ngizokwandisa,uyaphathwa,random_unrelated,,0.242529,0.21477,Both
izinyembezi,izinhlaka.,morphological,class8_plural,0.400034,0.475023,Both
nephysics.,iport,random_unrelated,,0.694703,0.531292,Both
unxusiwe,unqume,morphological,class11,0.662133,0.658493,Both
"sabalandeli,",imimoya,random_unrelated,,0.348535,0.288974,Both
kulezo,umdlali,random_unrelated,,0.2773,0.23911,Both
zazinzima,inkabi,random_unrelated,,0.23029,0.206203,Both
bomphakathi,yeziteleka,cooccurrence,freq=2,0.117677,0.247374,Both
sikole.,kokulwela,random_unrelated,,0.352001,0.2914,Both
amanzi,imvelo,semantic_within,nature,0.156125,0.334287,Both
izincwadi,izitshalo,cooccurrence,freq=2,0.191919,0.299344,Both
ubambene,ukuphila,cooccurrence,freq=176,0.193733,0.300613,Both
ubaba,usizwe,morphological,class11,0.341179,0.433825,Both
enkulu,sithe,cooccurrence,freq=2,-0.026755,0.146271,Both
umholi,izakhamizi,random_unrelated,,0.072346,0.095642,Both
state,nezinga,random_unrelated,,0.254988,0.223491,Both
ukuzimela.,ukukhiqizwa,morphological,class15_infinitive,0.227019,0.353913,Both
ojabulayo,waphendula,cooccurrence,freq=2,0.325541,0.392879,Both
ngalo,bathuthuke.,random_unrelated,,0.125637,0.132946,Both
baxoxe,liyathandwa,random_unrelated,,0.166037,0.161226,Both
buhlale,ngobuhlakani,cooccurrence,freq=438,0.31282,0.383974,Both
ilungelo,kowesigaba,random_unrelated,,0.31154,0.263078,Both
izigcawu,izifo.,morphological,class8_plural,0.367443,0.45221,Both
kaningi,ukwenza,cooccurrence,freq=132,0.251965,0.341375,Both
nezinga,obuqinile,random_unrelated,,0.169466,0.163626,Both
igroovers,idlale,morphological,class5_singular,0.584346,0.604042,Both
yesimanje.,esifanele,random_unrelated,,0.255308,0.223716,Both
ukuvikela,lasesoweto.,random_unrelated,,0.300238,0.255167,Both
unike,nakwamanye,random_unrelated,,0.490982,0.388687,Both
kwatransnet,busondele,random_unrelated,,0.435837,0.350086,Both
abakhuliswa,uhlezi,random_unrelated,,0.127009,0.133906,Both
nafunde,zesayensi,random_unrelated,,0.271499,0.235049,Both
ulwazi,impumelelo,semantic_within,education,0.017952,0.237566,Both
tekisi,kwakuwuxhumanisa,random_unrelated,,0.462261,0.368583,Both
inyuvesi,iphepha,semantic_within,education,0.299469,0.434628,Both
iqembu,i-zoo,morphological,class5_singular,0.334952,0.429467,Both
umndeni,umuntu,semantic_within,family,0.237824,0.391477,Both
uyabekezela,uwubudlelwane,morphological,class11,0.111881,0.273317,Both
bephelele.,bes’thende.,random_unrelated,,0.444372,0.356061,Both
useshaye,emkhombisa,random_unrelated,,0.4357,0.34999,Both
"kosomabhizinisi,",335),random_unrelated,,0.283004,0.243103,Both
izilwane,izimvu,semantic_within,animals,0.278047,0.419633,Both
abaseduze,abandayo,morphological,class2_plural,0.402624,0.476837,Both
bengikhokhela,nowillies,random_unrelated,,0.553549,0.432484,Both
"enewcastle,",wakubeka,random_unrelated,,0.42309,0.341163,Both
iqhubekisele,ifortuner,morphological,class5_singular,0.502368,0.546657,Both
umrepha,amaculo,semantic_within,music,0.298527,0.433969,Both
uxhumana,ujose,morphological,class11,0.415721,0.486004,Both
ukumiswa,usumdala:,random_unrelated,,0.416824,0.336777,Both
amahlosi,siyathuthuka,random_unrelated,,0.084238,0.103966,Both
omakhelwane,waphendula,cooccurrence,freq=14,0.261371,0.34796,Both
iziphazamiso,izitha.,morphological,class8_plural,0.392823,0.469976,Both
nodonga,nezingozi,random_unrelated,,0.376849,0.308795,Both
izingwe,iziyalo,morphological,class8_plural,0.50568,0.548976,Both
amandla,zolwazi,cooccurrence,freq=190,0.090088,0.228062,Both
uhlu,unolwandle,morphological,class11,0.159597,0.306718,Both
nokubambisana.,yicebo,random_unrelated,,0.370414,0.304289,Both
izikhukhula,zokondla,random_unrelated,,0.29509,0.251563,Both
impilo,ukugula,semantic_within,health,0.035874,0.250112,Both
uyathenga,usenona,morphological,class11,0.186984,0.325889,Both
bayinikela,"bendawo,",cooccurrence,freq=92,0.185519,0.294864,Both
ukuhamba,ukhuni,semantic_across,transport_vs_nature,0.339902,0.327932,Both
udokotela,ukuze,cooccurrence,freq=2512,0.208874,0.311211,Both
idurban,ivikelwe,morphological,class5_singular,0.414583,0.485208,Both
kwenyanga,zemicimbi,cooccurrence,freq=12,0.284783,0.364348,Both
unezinto,unomcebo,morphological,class11,0.111023,0.272716,Both
ngesandla,ikhwehlela,random_unrelated,,0.2318,0.20726,Both
ukuthola,ukukhiqizwa,morphological,class15_infinitive,0.177607,0.319325,Both
ebusika,wendawo,cooccurrence,freq=82,0.013051,0.174135,Both
unikwa,ushukela,morphological,class11,0.365789,0.451052,Both
zesonto,i-african,random_unrelated,,0.239357,0.21255,Both
sinjalo,akunqatshiwe,random_unrelated,,0.633965,0.488775,Both
"emasimini,",enkulu.,cooccurrence,freq=10,0.200786,0.30555,Both
uzojabula,uwumholi,morphological,class11,0.288832,0.397182,Both
abahluphekile,ababhukuda,morphological,class2_plural,0.174382,0.317068,Both
ukuqhamuka,ukuhlunga,morphological,class15_infinitive,0.365009,0.450506,Both
benamanxeba,sekucaca,cooccurrence,freq=2,0.714155,0.664908,Both
okwenziwe,omama,cooccurrence,freq=36,0.139264,0.262485,Both
olifunayo,weconfed,random_unrelated,,0.414564,0.335195,Both
indiza,itekisi,semantic_within,transport,0.340025,0.463017,Both
ngubane.,sithume,random_unrelated,,0.526716,0.413701,Both
bezinto,ngoba,cooccurrence,freq=780,0.09143,0.229001,Both
"ubudokotela,",ufake,cooccurrence,freq=2,0.509672,0.52177,Both
nesithunzi,ngomoya,cooccurrence,freq=80,0.130006,0.256004,Both
abanamakhono,abangasenayo,morphological,class2_plural,0.439092,0.502364,Both
indiza,ukuhamba,semantic_within,transport,0.330546,0.456382,Both
empumalanga,izintombi,cooccurrence,freq=14,0.179798,0.290859,Both
asalelwe,ahlukaniswe,random_unrelated,,0.634231,0.488962,Both
