word1,word2,strategy,detail,cosine_similarity,heuristic_score,in_vocab
basebenzisa,"khona,",random_unrelated,,0.173828,0.164297,Both
emuva,shifters,cooccurrence,freq=2,0.554742,0.552845,Both
bese,kwethu,cooccurrence,freq=2,0.302968,0.401781,Both
ingane,umfana,semantic_within,family,0.330816,0.49849,Both
wezindawo,isizathu,random_unrelated,,0.355201,0.273121,Both
izinja,ilokishi,semantic_across,animals_vs_places,0.460319,0.396191,Both
ahloniphe,umthetho.,cooccurrence,freq=2,0.401466,0.46088,Both
umbuso,isizwe,semantic_within,government,0.341503,0.504902,Both
kukubuyisele,28),random_unrelated,,0.324382,0.254629,Both
kulethe,nehlukahlukene,random_unrelated,,0.332871,0.259723,Both
uzofundelani.,ukutshala,random_unrelated,,0.251181,0.210709,Both
ibhange,idola,semantic_within,money,0.476033,0.58562,Both
zagcinwa,ezizikhetha,random_unrelated,,0.438249,0.322949,Both
balungiselela,obekumethusa,random_unrelated,,0.260718,0.216431,Both
samazulu.,kuziwa,random_unrelated,,0.327565,0.256539,Both
ichiefs,isihamba,cooccurrence,freq=2,0.392767,0.45566,Both
upatrick,u-r230,morphological,class11,0.58521,0.611126,Both
ukuthatha,ukhumalo.,morphological,class15_infinitive,0.327788,0.456673,Both
futhi,nokuhlala,cooccurrence,freq=14,0.221479,0.352887,Both
nezingelapheki,"kude,",random_unrelated,,0.293049,0.235829,Both
kulo,"u-anthony,",cooccurrence,freq=2,0.475717,0.50543,Both
"ehlakaniphile,",ubuso,random_unrelated,,0.414509,0.308705,Both
udalule,usumdala:,morphological,class11,0.419666,0.5118,Both
kuphothula,wobuthishela,cooccurrence,freq=2,0.505566,0.52334,Both
itheku,indlu,semantic_within,places,0.297531,0.478518,Both
esibhedlela,abenza,random_unrelated,,0.226241,0.195744,Both
ukulala,"nezamabhanoyi,",random_unrelated,,0.259902,0.215941,Both
beyokukha,zweli,random_unrelated,,0.386117,0.29167,Both
assistant,ngenxa,cooccurrence,freq=2,0.398889,0.459333,Both
nokwazisa,"wamathayi,",random_unrelated,,0.284308,0.230585,Both
380),"sesihambile,",random_unrelated,,0.400273,0.300164,Both
isimo,yize,cooccurrence,freq=2,0.314957,0.408974,Both
amathafa,kuthiwa,cooccurrence,freq=2,0.343776,0.426265,Both
"""iqiniso",yezokungcebeleka,random_unrelated,,0.278399,0.22704,Both
isiko,ubuntu,semantic_within,culture,0.269061,0.461437,Both
ufoster,uwoyela,morphological,class11,0.230373,0.398224,Both
ihlathi,imvelo,semantic_within,nature,0.250086,0.450052,Both
"emlanjeni,","ukuliphuza,",random_unrelated,,0.334767,0.26086,Both
ukugadlana,ukuvezwa,morphological,class15_infinitive,0.494541,0.556725,Both
ikhibhodi,ukuxhumana,semantic_within,technology,0.373907,0.524344,Both
izinyembezi,izitshalo.,morphological,class8_plural,0.493382,0.556029,Both
usedubule,usikhulisile,morphological,class11,0.422379,0.513427,Both
unota,ungakwazi,morphological,class11,0.373659,0.484196,Both
745),sihlava,random_unrelated,,0.395221,0.297132,Both
kwesimemezelo,ukuyisusa,random_unrelated,,0.294531,0.236719,Both
ukudla,ubuntu,semantic_across,food_vs_culture,0.198501,0.239101,Both
ukuzivocavoca,ukholwa,morphological,class15_infinitive,0.352701,0.47162,Both
umasipala,isizwe,semantic_within,government,0.299349,0.479609,Both
ngiwuthisha,nasezakhele,random_unrelated,,0.295438,0.237263,Both
isibhamu,inkantolo,semantic_within,police_law,0.468472,0.581083,Both
ukhuza,ukungabi,morphological,class15_infinitive,0.351623,0.470974,Both
unitas,uyolinda,morphological,class11,0.355136,0.473081,Both
ukuxoveka,wenqena,cooccurrence,freq=2,0.635961,0.601577,Both
ubuwenziwe,unontokozo,morphological,class11,0.429307,0.517584,Both
unalo,ucaciseleka,morphological,class11,0.375743,0.485446,Both
ezintini,300),random_unrelated,,0.296872,0.238123,Both
izosiza,wonke,cooccurrence,freq=2,0.346259,0.427756,Both
abamgxekayo,abacindezelekayo,morphological,class2_plural,0.672543,0.663526,Both
kuyena.,usenona,random_unrelated,,0.356915,0.274149,Both
emhlabathini.,futhi,cooccurrence,freq=2,0.223749,0.35425,Both
amahle,amaphupho,morphological,class6_plural,0.619113,0.631468,Both
"kakhulu,",ukudlalwa,cooccurrence,freq=2,0.246849,0.368109,Both
unthabiseng,ungafuni,morphological,class11,0.313965,0.448379,Both
ayikho,ngaphambili,cooccurrence,freq=2,0.500787,0.520472,Both
ukunika,ukulimazana.,morphological,class15_infinitive,0.597925,0.618755,Both
umqeqeshi,we-orlando,cooccurrence,freq=2,0.554811,0.552886,Both
nsafety,sikuvumele,random_unrelated,,0.411044,0.306627,Both
oyisendlalelo,"manana,",random_unrelated,,0.375414,0.285249,Both
baqinisekise,"lethu,",random_unrelated,,0.26463,0.218778,Both
569),emshadweni.,cooccurrence,freq=2,0.781406,0.688844,Both
ye-cholesterol,358),random_unrelated,,0.467793,0.340676,Both
ukuphuma.,"ukubhukuda,",morphological,class15_infinitive,0.45124,0.530744,Both
579),izingubo,random_unrelated,,0.561368,0.396821,Both
kuletha,kamnuz,random_unrelated,,0.287839,0.232703,Both
umngani,upheka,cooccurrence,freq=2,0.406764,0.464059,Both
uqale,ulinda,morphological,class11,0.26474,0.418844,Both
ewusana,ezintathu,cooccurrence,freq=2,0.444306,0.486584,Both
797),zibuka,random_unrelated,,0.35782,0.274692,Both
emanzini.,ukuze,cooccurrence,freq=2,0.196189,0.337713,Both
intengo,nasezikhathini,random_unrelated,,0.288698,0.233219,Both
uxoxa,ugqame,morphological,class11,0.321063,0.452638,Both
abanolona,ngiyamdelela,random_unrelated,,0.290608,0.234365,Both
ihlosi,eluhlaza,random_unrelated,,0.538681,0.383209,Both
106),emgaba,random_unrelated,,0.294142,0.236485,Both
agwetshwe,ixhomeke,random_unrelated,,0.255728,0.213437,Both
zifunda,ngolwesine.,random_unrelated,,0.086211,0.111726,Both
ubani,udumi,morphological,class11,0.285207,0.431124,Both
ashisayo.,wemidlalo,random_unrelated,,0.289645,0.233787,Both
ukufunda,imfundo,semantic_within,education,0.339694,0.503817,Both
bakhiphe,isitatimende,cooccurrence,freq=2,0.426709,0.476025,Both
ukhuni,imifula,semantic_within,nature,0.188996,0.413398,Both
ububha,ugabadinho,morphological,class11,0.390465,0.494279,Both
emdlalweni,zigqame,cooccurrence,freq=2,0.500036,0.520021,Both
amakhosi.,azama,random_unrelated,,0.455061,0.333036,Both
ngokuthi,nokuphila,random_unrelated,,0.207304,0.184382,Both
zenze,edinga,random_unrelated,,0.181332,0.168799,Both
ukuyonga,nokulinda,random_unrelated,,0.347495,0.268497,Both
ukungawi.,ukuthokoza,morphological,class15_infinitive,0.258463,0.415078,Both
(yisafa),o-r10,cooccurrence,freq=2,0.800013,0.700008,Both
bayakwazi,ngezibonelo,cooccurrence,freq=2,0.378484,0.447091,Both
amanzi,imifula,semantic_within,nature,0.570413,0.642248,Both
ukudla,zithengisa,cooccurrence,freq=2,0.410668,0.466401,Both
isiteshi,isikhungo,semantic_within,places,0.525159,0.615096,Both
olungapheli.,ephambili,random_unrelated,,0.269409,0.221646,Both
eyedlule,isizulu,random_unrelated,,0.262579,0.217548,Both
"ngidi,",919),random_unrelated,,0.346162,0.267697,Both
ubelimele,weveni,cooccurrence,freq=4,0.631385,0.598831,Both
ubonakale,udlalwe,morphological,class11,0.151858,0.351115,Both
kuchaza,yena.,cooccurrence,freq=6,0.556121,0.553673,Both
271),nokubambisana,cooccurrence,freq=2,0.745879,0.667527,Both
uyedlulela,uvuleke,morphological,class11,0.436617,0.52197,Both
itekisi,uhambo,semantic_within,transport,0.233297,0.439978,Both
ukudla,inhlamvu,semantic_across,food_vs_police_law,0.343534,0.32612,Both
uvala,ziyadlala,random_unrelated,,0.476115,0.345669,Both
kusho,uzandile.,cooccurrence,freq=2,0.37416,0.444496,Both
ekulweni,lale,random_unrelated,,0.211389,0.186833,Both
njalo,nokuzinikela,cooccurrence,freq=2,0.304294,0.402576,Both
uzofika,"uqobo,",morphological,class11,0.42392,0.514352,Both
inja,ikati,semantic_within,animals,0.846485,0.807891,Both
amkhumbuze,ifuna,random_unrelated,,0.343103,0.265862,Both
esemncane,njengoba,cooccurrence,freq=2,0.214295,0.348577,Both
352),wavinjwa.,random_unrelated,,0.386754,0.292053,Both
uyalele,ubusika,morphological,class11,0.405688,0.503413,Both
ikhuluma,iyahleka,morphological,class5_singular,0.229539,0.397723,Both
"ngaphakathi,",kuba,random_unrelated,,0.128809,0.137285,Both
abengahleli,ukucebisa,random_unrelated,,0.26624,0.219744,Both
carwash,"esemayville,",cooccurrence,freq=2,0.85389,0.732334,Both
udlalwa,ubuntu.,morphological,class11,0.159652,0.355791,Both
udinga,usafuna,morphological,class11,0.365788,0.479473,Both
bethenga,ezikhula,cooccurrence,freq=2,0.440399,0.484239,Both
ungazami,"uqobo,",morphological,class11,0.514817,0.56889,Both
lokhu,"yabantu,",cooccurrence,freq=2,0.227471,0.356483,Both
uzophokophelela,ulayini,morphological,class11,0.300011,0.440006,Both
ngokuyihluza,nasezihlabathini,random_unrelated,,0.281996,0.229197,Both
ibantu,idiploma,random_unrelated,,0.31167,0.247002,Both
137),bazisebenzise,random_unrelated,,0.323067,0.25384,Both
umoya.,umjolisi,morphological,class1_singular,0.430149,0.518089,Both
iphepha,umtapo,semantic_within,education,0.549739,0.629843,Both
inzuzo,industrial,morphological,class9_singular,0.54272,0.585632,Both
ngama,(artificial,random_unrelated,,0.249968,0.209981,Both
indlela,izinkanyezi,cooccurrence,freq=2,0.320471,0.412283,Both
incwadi.,yezinsizwa,random_unrelated,,0.349666,0.2698,Both
ulaura,ungakuthola,morphological,class11,0.389865,0.493919,Both
"ukubonga,","bebukele,",random_unrelated,,0.288542,0.233125,Both
ezidlula,nasemithambekeni,cooccurrence,freq=4,0.543469,0.546081,Both
bengayilalela,zokuxhuma,random_unrelated,,0.207807,0.184684,Both
izitolo,izimbangi,morphological,class8_plural,0.44449,0.526694,Both
c.,useshayele,random_unrelated,,0.323767,0.25426,Both
abayiqonde,abangaconsi,morphological,class2_plural,0.577148,0.606289,Both
ngayo,ngokuthi,cooccurrence,freq=4,0.241324,0.364794,Both
njengomuntu,awu-19,random_unrelated,,0.368781,0.281269,Both
unekhamera,ubukhazikhazi,morphological,class11,0.359084,0.47545,Both
waphuthunyiswa,"zalutho,",random_unrelated,,0.371037,0.282622,Both
ikati,okuzivikela.,cooccurrence,freq=2,0.623892,0.594335,Both
"layikhaya.""",nobubanzi,random_unrelated,,0.175903,0.165542,Both
intela,kukhwabanisa,cooccurrence,freq=2,0.5091,0.52546,Both
kakhulu,kulawo,cooccurrence,freq=2,0.322963,0.413778,Both
nokudayiswa,undlovu,cooccurrence,freq=2,0.513064,0.527838,Both
uthabethe,we-south,cooccurrence,freq=2,0.517935,0.530761,Both
kucelwe,kulezi,cooccurrence,freq=2,0.51223,0.527338,Both
ungqongqoshe,u-100,morphological,class11,0.360966,0.47658,Both
ingane,ilokishi,semantic_across,family_vs_places,0.2169,0.25014,Both
umasipala,indlovukazi,semantic_within,government,0.428244,0.556946,Both
716),okudutshulwa.,random_unrelated,,0.333926,0.260355,Both
esimeni,wokwakha.,random_unrelated,,0.311869,0.247121,Both
lula,"lwebele,",cooccurrence,freq=2,0.361086,0.436651,Both
unkulunkulu,ungadlali,morphological,class11,0.276421,0.425853,Both
ilekelele,ikwazi,morphological,class5_singular,0.164858,0.358915,Both
nangokwenza,izethulo,random_unrelated,,0.214952,0.188971,Both
kuyasithatha,nokuzigoqa,cooccurrence,freq=2,0.474691,0.504815,Both
"ukudla,",ukuduna,morphological,class15_infinitive,0.666829,0.660097,Both
ngendlela,ukuxoxa,cooccurrence,freq=2,0.284219,0.390531,Both
ukuya,ephumela,random_unrelated,,0.220963,0.192578,Both
unqamule,ugabe,morphological,class11,0.378964,0.487379,Both
inyama,isitsha,semantic_within,food,0.424002,0.554401,Both
"farm,",njengezimpiko,random_unrelated,,0.391754,0.295052,Both
izilwane,ubuntu,semantic_across,animals_vs_culture,0.308956,0.305373,Both
kusanelesi,ukuthi,cooccurrence,freq=2,0.277388,0.386433,Both
"amandla,",ngamadoda.,random_unrelated,,0.364073,0.278444,Both
"emgungundlovu,",necala,cooccurrence,freq=2,0.682247,0.629348,Both
izici,befundisa,random_unrelated,,0.243897,0.206338,Both
ibingamgculisi,"ikwehlula,",morphological,class5_singular,0.455129,0.533078,Both
ukubukela,ukungahloniphi,morphological,class15_infinitive,0.41882,0.511292,Both
waqaphela,nezinyoni.,random_unrelated,,0.326673,0.256004,Both
ukuxhumana,isiteshi,semantic_across,technology_vs_places,0.244178,0.266507,Both
inkampani,ingcebo,semantic_within,money,0.443985,0.566391,Both
ithe,ibhalansi,morphological,class5_singular,0.159952,0.355971,Both
ugeleza,"uprising,",morphological,class11,0.248875,0.409325,Both
amazambane,imifino,semantic_within,food,0.418696,0.551218,Both
babe,nge-school,cooccurrence,freq=2,0.552037,0.551222,Both
bahamba,bonke,cooccurrence,freq=2,0.304051,0.402431,Both
"ezehlukene,",nabo,cooccurrence,freq=2,0.228224,0.356935,Both
vilakazi,siqukethe,random_unrelated,,0.342343,0.265406,Both
"ukudlala,",ukubalwa,morphological,class15_infinitive,0.351623,0.470974,Both
savula,"wendawo,",random_unrelated,,0.343562,0.266137,Both
inhlamvu,inkantolo,semantic_within,police_law,0.398092,0.538855,Both
uhambe,ungalihloniphi,morphological,class11,0.386155,0.491693,Both
iyayicela,uma,cooccurrence,freq=2,0.34802,0.428812,Both
zigcinwe,"johannesburg,",random_unrelated,,0.274877,0.224926,Both
usenona,"ungaqondile,",morphological,class11,0.421239,0.512743,Both
enkulu,lobu,cooccurrence,freq=2,0.39635,0.45781,Both
ulwandle,izintaba,semantic_within,nature,0.397199,0.53832,Both
(samro),"yabantwana,",random_unrelated,,0.304592,0.242755,Both
968),zomhlaba.,random_unrelated,,0.346436,0.267862,Both
(isisho,600),cooccurrence,freq=2,0.815154,0.709092,Both
njengoba,ubengalishiyile,cooccurrence,freq=2,0.39101,0.454606,Both
ebiholwa,kanolwandle,random_unrelated,,0.471995,0.343197,Both
ngokufanele.,qhawekazi,random_unrelated,,0.366472,0.279883,Both
ujwayeze,ubhekani,morphological,class11,0.203312,0.381987,Both
i-bcom,(eseyothatha,random_unrelated,,0.549823,0.389894,Both
ikhiqiza,279),random_unrelated,,0.294684,0.23681,Both
"uphephile,akulimali","zakojapan,",random_unrelated,,0.47562,0.345372,Both
futhi,wokuthi,cooccurrence,freq=2,0.203788,0.342273,Both
umfana,mfowethu,semantic_within,family,0.393049,0.53583,Both
uya,u-gearbox,morphological,class11,0.356456,0.473874,Both
319),komndeni.,random_unrelated,,0.497127,0.358276,Both
usheleni,unomthelela,morphological,class11,0.447302,0.528381,Both
usuka,"uybee,",morphological,class11,0.563226,0.597936,Both
baxoxisana,"umsolwa,",random_unrelated,,0.298202,0.238921,Both
kabusha,isaziso,random_unrelated,,0.290753,0.234452,Both
kanolwandle,ukungeniswa,random_unrelated,,0.299398,0.239639,Both
ucingo,ukuxhumana,semantic_within,technology,0.372692,0.523615,Both
ucingo,u-100,morphological,class11,0.386768,0.492061,Both
ezimbili,kuhlolwa,cooccurrence,freq=2,0.379852,0.447911,Both
kwayo,ukushaya,cooccurrence,freq=2,0.45981,0.495886,Both
kuyonakala,nokudla,cooccurrence,freq=2,0.391131,0.454678,Both
ayinsimbi,emzimbeni,cooccurrence,freq=2,0.493032,0.515819,Both
ufundiswa,ugatsheni.,morphological,class11,0.348462,0.469077,Both
535),engu-2.8,random_unrelated,,0.499196,0.359518,Both
ikhaya,ipakiwe,morphological,class5_singular,0.483588,0.550153,Both
unomlando,urichard,morphological,class11,0.222685,0.393611,Both
ngiyanxusa,ngokukhuthaza,random_unrelated,,0.385389,0.291233,Both
ungawa,uyolinda,morphological,class11,0.436071,0.521643,Both
lwakhula,lwebhizinisi,cooccurrence,freq=2,0.616413,0.589848,Both
ngaphambi,ubusika,cooccurrence,freq=2,0.401534,0.460921,Both
kufanele,maqede,cooccurrence,freq=2,0.359792,0.435875,Both
"injalo,""",kuzoba,cooccurrence,freq=2,0.389736,0.453842,Both
192),yokunikeza,random_unrelated,,0.309112,0.245467,Both
ukushaqeka,ukhwehlela,morphological,class15_infinitive,0.394242,0.496545,Both
akashongo,nobumbano,random_unrelated,,0.427939,0.316764,Both
"ukubambisana,","buchwepheshe,",random_unrelated,,0.333402,0.260041,Both
kuzokwenza,nokuthi,cooccurrence,freq=2,0.273246,0.383948,Both
ukungenisa,ukubekezelelana.,morphological,class15_infinitive,0.342456,0.465474,Both
isinqumo,udweshu,random_unrelated,,0.407656,0.304593,Both
mfowethu,umtapo,semantic_across,family_vs_education,0.25642,0.273852,Both
icountryman,ithoyizi,morphological,class5_singular,0.305511,0.443306,Both
iyavikela,agijima,random_unrelated,,0.350967,0.27058,Both
emabhizinisi,eziyisisekelo,random_unrelated,,0.354949,0.272969,Both
ihlolwe.,"youssef,",random_unrelated,,0.371483,0.28289,Both
izilwane,izinkomo,semantic_within,animals,0.409674,0.545804,Both
nengoma,"labo,",random_unrelated,,0.264272,0.218563,Both
abantu,ingcebo,semantic_across,family_vs_money,0.155005,0.213003,Both
ngizwa,wezinhliziyo,cooccurrence,freq=2,0.428343,0.477006,Both
zihlala,zithola,cooccurrence,freq=2,0.37335,0.44401,Both
isinkwa,imifino,semantic_within,food,0.38729,0.532374,Both
isikweletu,inkampani,semantic_within,money,0.104489,0.362693,Both
uhlanganyela,uneziqu,morphological,class11,0.140832,0.344499,Both
ezizobasiza,ezingenawo,random_unrelated,,0.472595,0.343557,Both
ekulimaleni,nomntwana,random_unrelated,,0.454063,0.332438,Both
bachelof,ukukunika,random_unrelated,,0.284957,0.230974,Both
ubaba,wakhe,cooccurrence,freq=14,0.321893,0.413136,Both
international,incokola,morphological,class9_singular,0.4658,0.53948,Both
umfula,imvelo,semantic_within,nature,0.309817,0.48589,Both
uthatha,"uprising,",morphological,class11,0.336481,0.461889,Both
umculo,ikhwaya,semantic_within,music,0.329263,0.497558,Both
angcono,bazwakalise,cooccurrence,freq=2,0.508852,0.525311,Both
ukuvakashela,ukuqeda,morphological,class15_infinitive,0.458318,0.534991,Both
(isisho,420),cooccurrence,freq=2,0.824013,0.714408,Both
uradebe,ulydia,morphological,class11,0.433158,0.519895,Both
870),ngakolunye,random_unrelated,,0.376609,0.285965,Both
angisahlanganise,nepolitiki.,cooccurrence,freq=2,0.617065,0.590239,Both
sime,esanele,random_unrelated,,0.561677,0.397006,Both
abahamba,ababanawo,morphological,class2_plural,0.452156,0.531294,Both
kwakuyinsika,lokwakha,random_unrelated,,0.351608,0.270965,Both
ikhaya,isiteshi,semantic_within,places,0.29214,0.475284,Both
usolwa,ulalele,morphological,class11,0.256604,0.413962,Both
akufanele,ukuba,cooccurrence,freq=4,0.259711,0.375826,Both
wameseka,"komndeni,",random_unrelated,,0.286244,0.231746,Both
indoda,imifula,semantic_across,family_vs_nature,0.343361,0.326017,Both
"ijabule,",ukuphuza,random_unrelated,,0.283471,0.230082,Both
ukuhlabana,"ukwenza,",morphological,class15_infinitive,0.372585,0.483551,Both
liqulwe,nesimo,random_unrelated,,0.32247,0.253482,Both
(isisho,964),cooccurrence,freq=2,0.824851,0.714911,Both
umfundi,ukufunda,semantic_within,education,0.401224,0.540734,Both
ubuyelwe,usinde,morphological,class11,0.400809,0.500486,Both
akubi,kwenzeke,random_unrelated,,0.52451,0.374706,Both
limenyezelwa,"beach,",random_unrelated,,0.408326,0.304996,Both
zokuphila,festival.,random_unrelated,,0.246328,0.207797,Both
yesintu,emtatsheni,random_unrelated,,0.311378,0.246827,Both
ububele.,ucindezelekile.,morphological,class11,0.532674,0.579604,Both
kuyinto,bebekhumbula,random_unrelated,,0.24329,0.205974,Both
"usolwazi,",ukuyisa,random_unrelated,,0.309358,0.245615,Both
ihlathi,ucingo,semantic_across,nature_vs_technology,0.227814,0.256688,Both
kuyenzeka,uma,cooccurrence,freq=2,0.286658,0.391995,Both
543),kuqalwa,random_unrelated,,0.395502,0.297301,Both
sibambisana.,kangangokuthi,random_unrelated,,0.312522,0.247513,Both
itekisi,i-21st,morphological,class5_singular,0.429818,0.517891,Both
ilekelele,"ibhola,",morphological,class5_singular,0.273574,0.424145,Both
uyamaniswa,"ubuhlakani.""",morphological,class11,0.436648,0.521989,Both
behlanganyela,phansi,cooccurrence,freq=2,0.269247,0.381548,Both
phindi,emoto,random_unrelated,,0.268472,0.221083,Both
isivivinyo,ulwandle,semantic_across,education_vs_nature,0.305411,0.303247,Both
ngokugcwele,wabona,cooccurrence,freq=2,0.38485,0.45091,Both
yagcwala,isilwane,random_unrelated,,0.343904,0.266343,Both
imali.,nawukuzihlupha,random_unrelated,,0.266347,0.219808,Both
